Settings used

alignment         : ./McCormack_2013-permut-9.phy
branchlengths     : linked
models            : GTR+G
model_selection   : aicc
search            : rclusterf
weights           : rate = 1, base = 0, model = 0, alpha = 0
rcluster-percent  : 10.0
rcluster-max      : 46210


Best partitioning scheme

Scheme Name       : step_10
Scheme lnL        : -1555474.15118
Scheme AICc       : 3121800.37534
Number of params  : 5372
Number of sites   : 539526
Number of subsets : 531

Subset | Best Model | # sites    | subset id                        | Partition names                                                                                     
1      | GTR+G      | 270        | 6a1a074a0ef8dec57fa14df02b3e96e8 | chr5_15061_left, chr2_8622_right, chr12_5739_left                                                   
2      | GTR+G      | 1687       | 92fc327b6f158dea306d79f921b9dbb1 | chr12_5739_core, chr7_10298_core, chr1_5297_right, chr2_14284_right, chrz_11569_right, chr1_5948_right, chr5_15913_left, chr6_9838_right, chr7_4505_left, chr8_4399_right, chr9_1130_left, chr1_32429_core, chr3_18906_left, chr2_3186_left
3      | GTR+G      | 2112       | a9fd37d736544232354c0e441a29bac4 | chr3_5687_left, chr7_11469_left, chr7_6366_left, chr2_6336_core, chr9_3537_left, chr2_8146_right, chr4_4009_left, chr3_5934_right, chr3_5691_left, chr2_14269_core, chr11_3129_core, chrun_random_5734_left, chr7_6205_right, chr12_5739_right
4      | GTR+G      | 488        | a22d0a498646f8c055bb0de5d4550e45 | chr6_2724_right, chr1_28660_left, chr3_14142_right, chr7_10489_left, chrz_6062_right                
5      | GTR+G      | 633        | ea71da12c2f0735c52ae9600600c17c3 | chr1_29817_core, chr2_18477_core, chr6_1992_right, chr2_24773_core, chr19_365_left, chr3_17438_core, chr7_10489_core, chr17_3028_right
6      | GTR+G      | 744        | dfcec981c817354e111fbe92d8351573 | chr7_2753_left, chr11_4750_core, chr1_8428_left, chr1_32307_right, chr4_11166_core, chr7_10489_right, chr7_10520_core
7      | GTR+G      | 325        | 357f658efe8b8fab7eb32be7f71e96ba | chr6_9800_right, chr8_4425_core, chr2_8786_left, chr5_13733_left                                    
8      | GTR+G      | 566        | 7007d7e4ca8476c0ed2133a4ca536190 | chr6_9536_core, chr9_6388_core, chr2_8786_core, chr4_7565_core, chr7_11467_left, chr5_11018_left, chr5_5191_core, chr4_16780_core, chrz_6695_core, chr2_7512_core
9      | GTR+G      | 3418       | e8e22523713a67168240c95185a56350 | chr2_18664_core, chr2_24761_right, chr7_1396_left, chr9_5250_left, chr10_4599_right, chr4_4926_left, chr1_31749_left, chrz_4819_left, chr20_1666_right, chr6_3215_left, chr7_11760_left, chr2_23608_core, chr6_3231_left, chr2_8786_right, chr2_22024_right, chr6_9783_core, chrz_6570_left, chr4_11155_right, chr2_17568_left, chr1_25682_left
10     | GTR+G      | 2031       | 3a014915c7bb0d8c97a0f36c8040afb1 | chr10_4411_core, chrz_8981_core, chr3_18256_core, chr5_2947_left, chr2_17568_right, chrz_14384_right, chr3_23027_right, chr2_8573_right, chr5_11292_left, chr1_27641_right, chr1_28639_right, chrz_10754_core, chr4_17860_left, chr3_7394_left
11     | GTR+G      | 1477       | e49267acd35ac134edd63160668447e8 | chr6_8033_left, chr5_3223_left, chr5_2017_left, chr3_5533_right, chr7_10675_right, chr9_5281_left, chr3_7394_core, chr7_11588_right, chr3_491_core
12     | GTR+G      | 1028       | 85d9effac1c9f1b162764774a52350eb | chr5_3342_right, chr3_15480_right, chrz_11540_right, chr14_3723_right, chr9_2486_right, chr2_12877_core, chr3_7394_right, chr5_11240_left, chr1_29839_left, chr10_3040_left, chr3_20632_core
13     | GTR+G      | 775        | e730c076bbe3e1fd0f21889fa2dbb79a | chr19_2460_left, chr13_4268_core, chr2_5482_core, chr2_12858_left, chr6_9807_core, chr18_3195_left, chr10_5739_left, chr2_23600_core
14     | GTR+G      | 226        | a17db0acac23c845d58583b6785a4b51 | chr18_3195_core, chr7_1380_core, chr5_1769_core                                                     
15     | GTR+G      | 353        | e56027362159d63a0e4999d293052815 | chr18_3195_right, chr8_7015_core, chrz_11684_left                                                   
16     | GTR+G      | 1288       | 36f95fd3f30667fadd676546d9dc94be | chr3_18421_right, chrz_11555_core, chr2_24784_right, chr9_3520_right, chr6_3228_core, chr2_11191_right, chr3_209_core, chr1_29934_left, chr1_29817_right, chr8_7440_left, chr1_5269_left, chr4_8645_left, chr5_5591_right, chr12_2162_core, chr1_32597_left
17     | GTR+G      | 587        | b35f174d19b79a2672fa9d218740c87d | chr8_7440_core, chr1_27496_core, chrz_178_right, chr2_17568_core, chr8_6259_core, chr6_9069_left    
18     | GTR+G      | 1223       | b56db584ccbcf4f1924984a7bc0f197f | chr1_5948_core, chr4_17431_core, chr2_13001_right, chr1_24802_core, chr2_7976_left, chr15_677_left, chr7_4965_left, chr8_7440_right, chr6_9787_left, chr9_1169_right
19     | GTR+G      | 560        | 782be5ce33c071c7004fdf248ebf2e8e | chr2_18630_right, chr1_29333_left, chrz_4759_left, chr20_5265_core, chr2_7976_right, chr2_25879_core
20     | GTR+G      | 625        | a1141b582ffded7c2e6d3a5cce3a8016 | chr1_32388_core, chr1_29333_core, chr4_17431_right, chr13_4905_core, chr3_2737_right, chr8_6872_left
21     | GTR+G      | 1138       | ac253fd4be9bee7a8a21b0cd02bafbd5 | chr6_10013_left, chr3_5848_core, chr2_17617_left, chr2_11187_right, chr2_18650_left, chr1_27500_left, chr5_10164_left, chr1_29333_right
22     | GTR+G      | 3837       | cf9819a70895df6e8a2dd5c557ead5ac | chr11_1787_left, chr13_727_left, chr2_13070_left, chr5_13733_core, chr7_10754_right, chr11_3168_right, chr5_14778_right, chr6_8822_right, chr2_8154_left, chr8_4425_left, chr11_3253_left, chr4_18926_left, chr8_6860_left, chr5_3418_right, chr7_8107_left, chr2_24864_right
23     | GTR+G      | 1224       | ab07e410477eee1a99f7419b5ebbf6f6 | chr3_18950_left, chr8_7491_left, chr14_747_right, chr17_3015_right, chr13_727_core, chr5_3342_left, chr1_25652_core, chr6_7104_right
24     | GTR+G      | 1830       | 4958a829cefaa8e0343b2e90529539e2 | chr2_27968_left, chr2_8698_core, chr15_677_right, chr17_3004_right, chr6_3144_core, chr11_1962_core, chr2_10510_right, chr17_3028_left, chr12_5897_core, chr1_32246_left, chr6_3291_right, chr13_727_right, chr6_5958_left, chr3_5768_core, chr2_8747_core
25     | GTR+G      | 422        | be7ce48e2d44e5cf3c2354cca0c9ec0e | chr8_446_left, chr4_10574_right, chr21_1511_left, chr5_10096_left                                   
26     | GTR+G      | 1431       | acbfdd0bc235a4614395cfefa3cc175f | chr1_14993_left, chr11_3556_left, chr12_1169_left, chr2_27310_right, chr8_446_core, chr13_3033_core, chr2_8769_core, chr3_16358_core, chr5_2992_right, chrz_3358_core, chr1_28729_core, chr10_5678_core, chr4_13362_right, chr21_1536_right, chr2_12822_right
27     | GTR+G      | 1832       | b3e35ea6aab60e7988df687793f53887 | chr5_14664_core, chr4_11166_right, chr6_4410_core, chr7_4715_left, chrz_14545_right, chrz_14674_left, chr7_4747_left, chr7_6259_left, chrz_6686_right, chrz_13094_core, chr7_4702_left, chr8_446_right, chr5_3001_right, chr8_4247_right, chr10_4758_right, chr1_12757_left
28     | GTR+G      | 2316       | 8d71866728678cabfb1e2f20b379a4cf | chr13_408_left, chr10_4312_core, chrz_6575_right, chrz_7901_core, chr1_29824_left, chr3_6220_core, chr6_3291_core, chr3_20402_left, chr3_7296_right, chr9_3638_right, chr1_28869_right, chr5_11269_right, chr5_17205_right, chr7_10487_right, chr1_32318_right, chr2_12926_right, chr4_17860_right, chr4_4009_right
