INFO     | 2017-12-23 10:50:58,693 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-12-23 10:50:58,709 | config     | Setting 'alignment' to 'Branstetter_2017.phy'
INFO     | 2017-12-23 10:50:58,713 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-12-23 10:50:58,717 | parser     | You set 'models' to: GTR+G
INFO     | 2017-12-23 10:50:58,751 | model_load | This analysis will use the following 1 models of molecular evolution
INFO     | 2017-12-23 10:50:58,754 | model_load | GTR+G
INFO     | 2017-12-23 10:50:58,756 | config     | Setting 'model_selection' to 'aicc'
INFO     | 2017-12-23 10:50:58,917 | config     | Setting 'search' to 'greedy'
INFO     | 2017-12-23 10:50:58,921 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-12-23 10:50:58,925 | config     | Looking for alignment file './Branstetter_2017.phy'...
INFO     | 2017-12-23 10:50:58,928 | threadpool | Using 40 cpus
INFO     | 2017-12-23 10:50:58,931 | analysis   | Beginning Analysis
INFO     | 2017-12-23 10:50:59,104 | alignment  | Reading alignment file './Branstetter_2017.phy'
INFO     | 2017-12-23 10:51:09,046 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-12-23 10:51:09,048 | raxml      | Making MP tree for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-12-23 10:54:11,502 | raxml      | Topology estimation finished
INFO     | 2017-12-23 10:54:11,504 | raxml      | Estimating GTR+G branch lengths on tree using RAxML
INFO     | 2017-12-23 12:19:50,321 | raxml      | Branchlength estimation finished
INFO     | 2017-12-23 12:19:50,322 | analysis_m | Performing Greedy Analysis
INFO     | 2017-12-23 12:19:50,323 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2017-12-23 14:00:55,707 | progress   |       Finished subset 1/1, 100.00 percent done
INFO     | 2017-12-23 14:00:55,722 | analysis_m |    Greedy algorithm finished after 1 steps
INFO     | 2017-12-23 14:00:55,723 | analysis_m |    Best scoring scheme is scheme start_scheme, with aicc score of 17672425.579
INFO     | 2017-12-23 14:00:55,735 | model_util |    Information on best scheme is here: ./analysis/best_scheme.txt
INFO     | 2017-12-23 14:00:55,736 | model_util |    
INFO     | 2017-12-23 14:00:55,737 | model_util |    
INFO     | 2017-12-23 14:00:55,757 | model_util |    *Citations for this analysis*
INFO     | 2017-12-23 14:00:55,757 | model_util |    -----------------------------
INFO     | 2017-12-23 14:00:55,757 | model_util |    
INFO     | 2017-12-23 14:00:55,757 | model_util |    If you use this analysis in your published work, please cite the following papers on which your analysis relied.
INFO     | 2017-12-23 14:00:55,757 | model_util |    
INFO     | 2017-12-23 14:00:55,758 | model_util |    For the version of PartitionFinder you used, please cite:
INFO     | 2017-12-23 14:00:55,758 | model_util |    Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., Calcott, B. (2016) PartitionFinder 2: new methods for selecting partitioned models of evolution formolecular and morphological phylogenetic analyses. Molecular biology and evolution. DOI: dx.doi.org/10.1093/molbev/msw260
INFO     | 2017-12-23 14:00:55,758 | model_util |    
INFO     | 2017-12-23 14:00:55,758 | model_util |    For the greedy algorithm you used, please cite:
INFO     | 2017-12-23 14:00:55,758 | model_util |    Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012). PartitionFinder: combined selection of partitioning schemes and substitution models for phylogenetic analyses. Molecular biology and evolution, 29(6), 1695-1701.
INFO     | 2017-12-23 14:00:55,758 | model_util |    
INFO     | 2017-12-23 14:00:55,759 | model_util |    Your analysis also used RAxML, so please cite:
INFO     | 2017-12-23 14:00:55,759 | model_util |    Stamatakis, A. (2014). RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies. Bioinformatics, 30(9), 1312-1313.
INFO     | 2017-12-23 14:00:55,759 | model_util |    
INFO     | 2017-12-23 14:00:55,762 | main       | Total processing time: 3:09:57 (h:m:s)
INFO     | 2017-12-23 14:00:55,763 | main       | Processing complete.
